Unnamed: 0,Area,Year,average_rain_fall_mm_per_year,avg_temp,Pesticide (tonnes),Item,hg/ha yield
971,Ghana,2004,1187,27.02,127.6,Rice,20253
972,Ghana,2004,1187,27.02,127.6,"Seed cotton, unginned",7480
973,Ghana,2004,1187,27.02,127.6,Tomatoes,46927
974,Ghana,2004,1187,27.02,127.6,Yams,125220
975,Ghana,2005,1187,27.06,173.76,Bananas,40000
976,Ghana,2005,1187,27.06,173.76,"Beans, dry",7989
977,Ghana,2005,1187,27.06,173.76,Cocoa beans,4000
978,Ghana,2005,1187,27.06,173.76,"Coffee, green",10521
979,Ghana,2005,1187,27.06,173.76,Maize (corn),15613
980,Ghana,2005,1187,27.06,173.76,Rice,23917
981,Ghana,2005,1187,27.06,173.76,"Seed cotton, unginned",8080
982,Ghana,2005,1187,27.06,173.76,Tomatoes,51836
983,Ghana,2005,1187,27.06,173.76,Yams,108072
984,Ghana,2006,1187,27.1,778.04,Bananas,80000
985,Ghana,2006,1187,27.1,778.04,"Beans, dry",9027
986,Ghana,2006,1187,27.1,778.04,Cocoa beans,4000
987,Ghana,2006,1187,27.1,778.04,"Coffee, green",12335
988,Ghana,2006,1187,27.1,778.04,Maize (corn),14994
989,Ghana,2006,1187,27.1,778.04,Rice,20000
990,Ghana,2006,1187,27.1,778.04,"Seed cotton, unginned",7912
991,Ghana,2006,1187,27.1,778.04,Tomatoes,53413
992,Ghana,2006,1187,27.1,778.04,Yams,131938
993,Ghana,2007,1187,27.16,129.93,Bananas,79861
994,Ghana,2007,1187,27.16,129.93,"Beans, dry",6483
995,Ghana,2007,1187,27.16,129.93,Cocoa beans,4200
996,Ghana,2007,1187,27.16,129.93,"Coffee, green",12963
997,Ghana,2007,1187,27.16,129.93,Maize (corn),15437
998,Ghana,2007,1187,27.16,129.93,Rice,17015
999,Ghana,2007,1187,27.16,129.93,"Seed cotton, unginned",11000
1000,Ghana,2007,1187,27.16,129.93,Tomatoes,60000
1001,Ghana,2007,1187,27.16,129.93,Yams,135233
1002,Ghana,2008,1187,26.98,359.46,Bananas,87500
1003,Ghana,2008,1187,26.98,359.46,"Beans, dry",8114
1004,Ghana,2008,1187,26.98,359.46,Cocoa beans,3735
1005,Ghana,2008,1187,26.98,359.46,"Coffee, green",13548
1006,Ghana,2008,1187,26.98,359.46,Maize (corn),17371
1007,Ghana,2008,1187,26.98,359.46,Rice,22735
1008,Ghana,2008,1187,26.98,359.46,"Seed cotton, unginned",8000
1009,Ghana,2008,1187,26.98,359.46,Soya beans,15868
1010,Ghana,2008,1187,26.98,359.46,Tomatoes,60426
1011,Ghana,2008,1187,26.98,359.46,Yams,140831
1012,Ghana,2009,1187,27.14,386.16,Bananas,89655
1013,Ghana,2009,1187,27.14,386.16,"Beans, dry",9269
1014,Ghana,2009,1187,27.14,386.16,Cocoa beans,4441
1015,Ghana,2009,1187,27.14,386.16,"Coffee, green",14082
1016,Ghana,2009,1187,27.14,386.16,Maize (corn),16969
1017,Ghana,2009,1187,27.14,386.16,Rice,24109
1018,Ghana,2009,1187,27.14,386.16,"Seed cotton, unginned",8000
1019,Ghana,2009,1187,27.14,386.16,Soya beans,15962
1020,Ghana,2009,1187,27.14,386.16,Tomatoes,72000
1021,Ghana,2009,1187,27.14,386.16,Yams,152555
1022,Ghana,2010,1187,27.57,1389.23,Bananas,95890
1023,Ghana,2010,1187,27.57,1389.23,"Beans, dry",10125
1024,Ghana,2010,1187,27.57,1389.23,Cocoa beans,3950
1025,Ghana,2010,1187,27.57,1389.23,"Coffee, green",14561
1026,Ghana,2010,1187,27.57,1389.23,Maize (corn),18874
1027,Ghana,2010,1187,27.57,1389.23,Rice,27126
1028,Ghana,2010,1187,27.57,1389.23,"Seed cotton, unginned",7857
1029,Ghana,2010,1187,27.57,1389.23,Soya beans,16056
1030,Ghana,2010,1187,27.57,1389.23,Tomatoes,72063
1031,Ghana,2010,1187,27.57,1389.23,Yams,154841
1032,Ghana,2011,1187,27.11,2392.29,Bananas,100671
1033,Ghana,2011,1187,27.11,2392.29,"Beans, dry",11286
1034,Ghana,2011,1187,27.11,2392.29,Cocoa beans,4374
1035,Ghana,2011,1187,27.11,2392.29,"Coffee, green",15714
1036,Ghana,2011,1187,27.11,2392.29,Maize (corn),16458
1037,Ghana,2011,1187,27.11,2392.29,Rice,23495
1038,Ghana,2011,1187,27.11,2392.29,"Seed cotton, unginned",8750
1039,Ghana,2011,1187,27.11,2392.29,Soya beans,16100
1040,Ghana,2011,1187,27.11,2392.29,Tomatoes,72103
1041,Ghana,2011,1187,27.11,2392.29,Yams,155906
1042,Ghana,2012,1187,26.86,3395.36,Bananas,105263
1043,Ghana,2012,1187,26.86,3395.36,"Beans, dry",13223
1044,Ghana,2012,1187,26.86,3395.36,Cocoa beans,5495
1045,Ghana,2012,1187,26.86,3395.36,"Coffee, green",15000
1046,Ghana,2012,1187,26.86,3395.36,Maize (corn),18712
1047,Ghana,2012,1187,26.86,3395.36,Rice,25386
1048,Ghana,2012,1187,26.86,3395.36,"Seed cotton, unginned",9722
1049,Ghana,2012,1187,26.86,3395.36,Soya beans,16211
1050,Ghana,2012,1187,26.86,3395.36,Tomatoes,71732
1051,Ghana,2012,1187,26.86,3395.36,Yams,155717
1052,Ghana,2013,1187,27.24,4398.42,Bananas,108000
1053,Ghana,2013,1187,27.24,4398.42,"Beans, dry",12370
1054,Ghana,2013,1187,27.24,4398.42,Cocoa beans,5221
1055,Ghana,2013,1187,27.24,4398.42,"Coffee, green",15511
1056,Ghana,2013,1187,27.24,4398.42,Maize (corn),17240
1057,Ghana,2013,1187,27.24,4398.42,Rice,26378
1058,Ghana,2013,1187,27.24,4398.42,"Seed cotton, unginned",9688
1059,Ghana,2013,1187,27.24,4398.42,Soya beans,16356
1060,Ghana,2013,1187,27.24,4398.42,Tomatoes,73800
1061,Ghana,2013,1187,27.24,4398.42,Yams,167820
1062,Ghana,2014,1187,27.24,5401.49,Bananas,110000
1063,Ghana,2014,1187,27.24,5401.49,"Beans, dry",12138
1064,Ghana,2014,1187,27.24,5401.49,Cocoa beans,5100
1065,Ghana,2014,1187,27.24,5401.49,"Coffee, green",16000
1066,Ghana,2014,1187,27.24,5401.49,Maize (corn),17291
1067,Ghana,2014,1187,27.24,5401.49,Rice,26964
1068,Ghana,2014,1187,27.24,5401.49,"Seed cotton, unginned",9688
1069,Ghana,2014,1187,27.24,5401.49,Soya beans,16285
1070,Ghana,2014,1187,27.24,5401.49,Tomatoes,78037
1071,Ghana,2014,1187,27.24,5401.49,Yams,166332
1072,Ghana,2015,1187,27.24,8884.39,Bananas,110000
1073,Ghana,2015,1187,27.24,8884.39,"Beans, dry",12138
1074,Ghana,2015,1187,27.24,8884.39,Cocoa beans,5100
1075,Ghana,2015,1187,27.24,8884.39,"Coffee, green",16000
1076,Ghana,2015,1187,27.24,8884.39,Maize (corn),19218
1077,Ghana,2015,1187,27.24,8884.39,Rice,27500
1078,Ghana,2015,1187,27.24,8884.39,"Seed cotton, unginned",9688
1079,Ghana,2015,1187,27.24,8884.39,Soya beans,16502
1080,Ghana,2015,1187,27.24,8884.39,Tomatoes,78037
1081,Ghana,2015,1187,27.24,8884.39,Yams,169600
1082,Ghana,2016,1187,27.24,9286.94,Bananas,110000
1083,Ghana,2016,1187,27.24,9286.94,"Beans, dry",12684
1084,Ghana,2016,1187,27.24,9286.94,Cocoa beans,5100
1085,Ghana,2016,1187,27.24,9286.94,"Coffee, green",16000
1086,Ghana,2016,1187,27.24,9286.94,Maize (corn),19500
1087,Ghana,2016,1187,27.24,9286.94,Rice,28200
1088,Ghana,2016,1187,27.24,9286.94,"Seed cotton, unginned",9688
1089,Ghana,2016,1187,27.24,9286.94,Soya beans,16485
1090,Ghana,2016,1187,27.24,9286.94,Tomatoes,78037
1091,Ghana,2016,1187,27.24,9286.94,Yams,169800
1092,Ghana,2017,1187,27.24,9689.5,Bananas,112205
1093,Ghana,2017,1187,27.24,9689.5,"Beans, dry",13203
1094,Ghana,2017,1187,27.24,9689.5,Cocoa beans,5201
1095,Ghana,2017,1187,27.24,9689.5,"Coffee, green",16000
1096,Ghana,2017,1187,27.24,9689.5,Maize (corn),20112
1097,Ghana,2017,1187,27.24,9689.5,Rice,28104
1098,Ghana,2017,1187,27.24,9689.5,"Seed cotton, unginned",9688
1099,Ghana,2017,1187,27.24,9689.5,Soya beans,16764
1100,Ghana,2017,1187,27.24,9689.5,Tomatoes,78757
1101,Ghana,2017,1187,27.24,9689.5,Yams,171368
1102,Ghana,2018,1187,27.24,9689.5,Bananas,122745
1103,Ghana,2018,1187,27.24,9689.5,"Beans, dry",13905
1104,Ghana,2018,1187,27.24,9689.5,Cocoa beans,5318
1105,Ghana,2018,1187,27.24,9689.5,"Coffee, green",16000
1106,Ghana,2018,1187,27.24,9689.5,Maize (corn),19480
1107,Ghana,2018,1187,27.24,9689.5,Rice,28266
1108,Ghana,2018,1187,27.24,9689.5,"Seed cotton, unginned",8333
1109,Ghana,2018,1187,27.24,9689.5,Soya beans,17155
1110,Ghana,2018,1187,27.24,9689.5,Tomatoes,78277
1111,Ghana,2018,1187,27.24,9689.5,Yams,175427
1112,Ghana,2019,1187,27.24,9689.5,Bananas,121121
1113,Ghana,2019,1187,27.24,9689.5,"Beans, dry",14214
1114,Ghana,2019,1187,27.24,9689.5,Cocoa beans,5454
1115,Ghana,2019,1187,27.24,9689.5,"Coffee, green",16000
1116,Ghana,2019,1187,27.24,9689.5,Maize (corn),24167
1117,Ghana,2019,1187,27.24,9689.5,Rice,28847
1118,Ghana,2019,1187,27.24,9689.5,"Seed cotton, unginned",18667
1119,Ghana,2019,1187,27.24,9689.5,Soya beans,17143
1120,Ghana,2019,1187,27.24,9689.5,Tomatoes,78357
1121,Ghana,2019,1187,27.24,9689.5,Yams,179203
1122,Ghana,2020,1187,27.24,9689.5,Bananas,123614
1123,Ghana,2020,1187,27.24,9689.5,"Beans, dry",14615
1124,Ghana,2020,1187,27.24,9689.5,Cocoa beans,5546
1125,Ghana,2020,1187,27.24,9689.5,"Coffee, green",16000
1126,Ghana,2020,1187,27.24,9689.5,Maize (corn),27564
1127,Ghana,2020,1187,27.24,9689.5,Rice,29292
1128,Ghana,2020,1187,27.24,9689.5,"Seed cotton, unginned",18667
1129,Ghana,2020,1187,27.24,9689.5,Soya beans,16852
1130,Ghana,2020,1187,27.24,9689.5,Tomatoes,78464
1131,Ghana,2020,1187,27.24,9689.5,Yams,181996
1132,Kenya,1991,630,16.26,3469.0,Bananas,118421
1133,Kenya,1991,630,16.26,3469.0,"Beans, dry",6651
1134,Kenya,1991,630,16.26,3469.0,"Coffee, green",5560
1135,Kenya,1991,630,16.26,3469.0,Maize (corn),18321
1136,Kenya,1991,630,16.26,3469.0,Potatoes,113356
1137,Kenya,1991,630,16.26,3469.0,Rice,38846
1138,Kenya,1991,630,16.26,3469.0,"Seed cotton, unginned",5072
1139,Kenya,1991,630,16.26,3469.0,Soya beans,8036
1140,Kenya,1991,630,16.26,3469.0,Tomatoes,130435
1141,Kenya,1991,630,16.26,3469.0,Wheat,18484
1142,Kenya,1991,630,16.26,3469.0,Yams,80000
1143,Kenya,1992,630,16.34,3469.0,Bananas,128052
1144,Kenya,1992,630,16.34,3469.0,"Beans, dry",7641
1145,Kenya,1992,630,16.34,3469.0,"Coffee, green",5546
1146,Kenya,1992,630,16.34,3469.0,Maize (corn),17271
1147,Kenya,1992,630,16.34,3469.0,Potatoes,92975
1148,Kenya,1992,630,16.34,3469.0,Rice,35362
1149,Kenya,1992,630,16.34,3469.0,"Seed cotton, unginned",3000
1150,Kenya,1992,630,16.34,3469.0,Soya beans,8057
1151,Kenya,1992,630,16.34,3469.0,Tomatoes,160128
1152,Kenya,1992,630,16.34,3469.0,Wheat,19359
1153,Kenya,1992,630,16.34,3469.0,Yams,74707
1154,Kenya,1993,630,16.36,3469.0,Bananas,102702
1155,Kenya,1993,630,16.36,3469.0,"Beans, dry",6508
1156,Kenya,1993,630,16.36,3469.0,"Coffee, green",4747
1157,Kenya,1993,630,16.36,3469.0,Maize (corn),15549
1158,Kenya,1993,630,16.36,3469.0,Potatoes,117490
1159,Kenya,1993,630,16.36,3469.0,Rice,41483
1160,Kenya,1993,630,16.36,3469.0,"Seed cotton, unginned",2629
1161,Kenya,1993,630,16.36,3469.0,Soya beans,8080
1162,Kenya,1993,630,16.36,3469.0,Tomatoes,150089
1163,Kenya,1993,630,16.36,3469.0,Wheat,13795
1164,Kenya,1993,630,16.36,3469.0,Yams,67487
1165,Kenya,1994,630,16.58,3469.0,Bananas,127273
1166,Kenya,1994,630,16.58,3469.0,"Beans, dry",4319
1167,Kenya,1994,630,16.58,3469.0,"Coffee, green",5035
1168,Kenya,1994,630,16.58,3469.0,Maize (corn),20400
1169,Kenya,1994,630,16.58,3469.0,Potatoes,97108
1170,Kenya,1994,630,16.58,3469.0,Rice,43559
1171,Kenya,1994,630,16.58,3469.0,"Seed cotton, unginned",3640
1172,Kenya,1994,630,16.58,3469.0,Soya beans,8102
1173,Kenya,1994,630,16.58,3469.0,Tomatoes,125051
1174,Kenya,1994,630,16.58,3469.0,Wheat,22164
1175,Kenya,1994,630,16.58,3469.0,Yams,74000
1176,Kenya,1995,630,16.52,4607.0,Bananas,100314
1177,Kenya,1995,630,16.52,4607.0,"Beans, dry",5217
1178,Kenya,1995,630,16.52,4607.0,"Coffee, green",5944
1179,Kenya,1995,630,16.52,4607.0,Maize (corn),18759
1180,Kenya,1995,630,16.52,4607.0,Potatoes,96575
1181,Kenya,1995,630,16.52,4607.0,Rice,40000
1182,Kenya,1995,630,16.52,4607.0,"Seed cotton, unginned",4880
1183,Kenya,1995,630,16.52,4607.0,Soya beans,8126
1184,Kenya,1995,630,16.52,4607.0,Tomatoes,137381
1185,Kenya,1995,630,16.52,4607.0,Wheat,21064
1186,Kenya,1995,630,16.52,4607.0,Yams,69832
1187,Kenya,1996,630,16.44,6344.0,Bananas,97649
1188,Kenya,1996,630,16.44,6344.0,"Beans, dry",3136
1189,Kenya,1996,630,16.44,6344.0,"Coffee, green",5523
1190,Kenya,1996,630,16.44,6344.0,Maize (corn),14506
1191,Kenya,1996,630,16.44,6344.0,Potatoes,75918
1192,Kenya,1996,630,16.44,6344.0,Rice,40000
1193,Kenya,1996,630,16.44,6344.0,"Seed cotton, unginned",10019
1194,Kenya,1996,630,16.44,6344.0,Soya beans,8150
1195,Kenya,1996,630,16.44,6344.0,Tomatoes,142388
1196,Kenya,1996,630,16.44,6344.0,Wheat,20112
1197,Kenya,1996,630,16.44,6344.0,Yams,59748
1198,Kenya,1997,630,16.77,5172.0,Bananas,140767
1199,Kenya,1997,630,16.77,5172.0,"Beans, dry",3127
1200,Kenya,1997,630,16.77,5172.0,"Coffee, green",3880
1201,Kenya,1997,630,16.77,5172.0,Maize (corn),14713
1202,Kenya,1997,630,16.77,5172.0,Potatoes,70425
1203,Kenya,1997,630,16.77,5172.0,Rice,39724
1204,Kenya,1997,630,16.77,5172.0,"Seed cotton, unginned",5843
1205,Kenya,1997,630,16.77,5172.0,Soya beans,8176
1206,Kenya,1997,630,16.77,5172.0,Tomatoes,140614
1207,Kenya,1997,630,16.77,5172.0,Wheat,16132
1208,Kenya,1997,630,16.77,5172.0,Yams,57179
1209,Kenya,1998,630,16.53,4114.0,Bananas,149439
1210,Kenya,1998,630,16.53,4114.0,"Beans, dry",3845
1211,Kenya,1998,630,16.53,4114.0,"Coffee, green",3009
1212,Kenya,1998,630,16.53,4114.0,Maize (corn),16697
1213,Kenya,1998,630,16.53,4114.0,Potatoes,75177
1214,Kenya,1998,630,16.53,4114.0,Rice,48419
1215,Kenya,1998,630,16.53,4114.0,"Seed cotton, unginned",6016
1216,Kenya,1998,630,16.53,4114.0,Soya beans,8202
1217,Kenya,1998,630,16.53,4114.0,Tomatoes,152851
1218,Kenya,1998,630,16.53,4114.0,Wheat,18951
1219,Kenya,1998,630,16.53,4114.0,Yams,48926
1220,Kenya,1999,630,16.7,3056.0,Bananas,145800
1221,Kenya,1999,630,16.7,3056.0,"Beans, dry",4742
1222,Kenya,1999,630,16.7,3056.0,"Coffee, green",4006
1223,Kenya,1999,630,16.7,3056.0,Maize (corn),14817
1224,Kenya,1999,630,16.7,3056.0,Potatoes,91410
1225,Kenya,1999,630,16.7,3056.0,Rice,39845
1226,Kenya,1999,630,16.7,3056.0,"Seed cotton, unginned",6000
1227,Kenya,1999,630,16.7,3056.0,Soya beans,8225
1228,Kenya,1999,630,16.7,3056.0,Tomatoes,159161
1229,Kenya,1999,630,16.7,3056.0,Wheat,16534
1230,Kenya,1999,630,16.7,3056.0,Yams,92318
1231,Kenya,2000,630,16.73,1998.0,Bananas,138312
1232,Kenya,2000,630,16.73,1998.0,"Beans, dry",4300
1233,Kenya,2000,630,16.73,1998.0,"Coffee, green",5924
1234,Kenya,2000,630,16.73,1998.0,Maize (corn),14400
1235,Kenya,2000,630,16.73,1998.0,Potatoes,61770
1236,Kenya,2000,630,16.73,1998.0,Rice,37710
1237,Kenya,2000,630,16.73,1998.0,"Seed cotton, unginned",5000
1238,Kenya,2000,630,16.73,1998.0,Soya beans,8595
1239,Kenya,2000,630,16.73,1998.0,Tomatoes,170634
1240,Kenya,2000,630,16.73,1998.0,Wheat,15492
1241,Kenya,2000,630,16.73,1998.0,Yams,55641
1242,Kenya,2001,630,16.1,1578.0,Bananas,139774
1243,Kenya,2001,630,16.1,1578.0,"Beans, dry",3808
1244,Kenya,2001,630,16.1,1578.0,"Coffee, green",3041
1245,Kenya,2001,630,16.1,1578.0,Maize (corn),17012
1246,Kenya,2001,630,16.1,1578.0,Potatoes,91596
1247,Kenya,2001,630,16.1,1578.0,Rice,34091
1248,Kenya,2001,630,16.1,1578.0,"Seed cotton, unginned",4900
1249,Kenya,2001,630,16.1,1578.0,Soya beans,8600
1250,Kenya,2001,630,16.1,1578.0,Tomatoes,166903
1251,Kenya,2001,630,16.1,1578.0,Wheat,19890
1252,Kenya,2001,630,16.1,1578.0,Yams,78980
1253,Kenya,2002,630,16.61,1578.0,Bananas,137290
1254,Kenya,2002,630,16.61,1578.0,"Beans, dry",5177
1255,Kenya,2002,630,16.61,1578.0,"Coffee, green",3053
1256,Kenya,2002,630,16.61,1578.0,Maize (corn),15126
1257,Kenya,2002,630,16.61,1578.0,Potatoes,77113
1258,Kenya,2002,630,16.61,1578.0,Rice,34615
1259,Kenya,2002,630,16.61,1578.0,"Seed cotton, unginned",4762
1260,Kenya,2002,630,16.61,1578.0,Soya beans,8603
1261,Kenya,2002,630,16.61,1578.0,Tomatoes,163430
1262,Kenya,2002,630,16.61,1578.0,Wheat,21217
1263,Kenya,2002,630,16.61,1578.0,Yams,54886
1264,Kenya,2004,630,16.92,1578.0,Bananas,126849
1265,Kenya,2004,630,16.92,1578.0,"Beans, dry",3526
1266,Kenya,2004,630,16.92,1578.0,"Coffee, green",2849
1267,Kenya,2004,630,16.92,1578.0,Maize (corn),19293
1268,Kenya,2004,630,16.92,1578.0,Potatoes,84401
1269,Kenya,2004,630,16.92,1578.0,Rice,37280
1270,Kenya,2004,630,16.92,1578.0,"Seed cotton, unginned",4000
1271,Kenya,2004,630,16.92,1578.0,Soya beans,8600
1272,Kenya,2004,630,16.92,1578.0,Tomatoes,144185
1273,Kenya,2004,630,16.92,1578.0,Wheat,24827
1274,Kenya,2004,630,16.92,1578.0,Yams,83525
1275,Kenya,2005,630,17.28,1578.0,Bananas,150000
1276,Kenya,2005,630,17.28,1578.0,"Beans, dry",3696
1277,Kenya,2005,630,17.28,1578.0,"Coffee, green",2659
1278,Kenya,2005,630,17.28,1578.0,Maize (corn),16405
1279,Kenya,2005,630,17.28,1578.0,Potatoes,200000
1280,Kenya,2005,630,17.28,1578.0,Rice,39321
1281,Kenya,2005,630,17.28,1578.0,"Seed cotton, unginned",4444
1282,Kenya,2005,630,17.28,1578.0,Soya beans,8586
1283,Kenya,2005,630,17.28,1578.0,Tomatoes,261746
1284,Kenya,2005,630,17.28,1578.0,Wheat,23131
1285,Kenya,2005,630,17.28,1578.0,Yams,86683
1286,Kenya,2006,630,16.92,1578.0,Bananas,150000
1287,Kenya,2006,630,16.92,1578.0,"Beans, dry",5343
1288,Kenya,2006,630,16.92,1578.0,"Coffee, green",2841
1289,Kenya,2006,630,16.92,1578.0,Maize (corn),17197
1290,Kenya,2006,630,16.92,1578.0,Potatoes,200000
1291,Kenya,2006,630,16.92,1578.0,Rice,28062
1292,Kenya,2006,630,16.92,1578.0,"Seed cotton, unginned",2869
1293,Kenya,2006,630,16.92,1578.0,Soya beans,8265
1294,Kenya,2006,630,16.92,1578.0,Tomatoes,257768
1295,Kenya,2006,630,16.92,1578.0,Wheat,21875
1296,Kenya,2006,630,16.92,1578.0,Yams,95024
1297,Kenya,2007,630,16.6,1578.0,Bananas,150000
1298,Kenya,2007,630,16.6,1578.0,"Beans, dry",5079
1299,Kenya,2007,630,16.6,1578.0,"Coffee, green",3274
1300,Kenya,2007,630,16.6,1578.0,Maize (corn),18132
1301,Kenya,2007,630,16.6,1578.0,Potatoes,200000
1302,Kenya,2007,630,16.6,1578.0,Rice,28715
1303,Kenya,2007,630,16.6,1578.0,"Seed cotton, unginned",2873
1304,Kenya,2007,630,16.6,1578.0,Soya beans,8400
1305,Kenya,2007,630,16.6,1578.0,Tomatoes,304342
1306,Kenya,2007,630,16.6,1578.0,Wheat,30940
1307,Kenya,2007,630,16.6,1578.0,Yams,74649
1308,Kenya,2008,630,16.66,1578.0,Bananas,203819
1309,Kenya,2008,630,16.66,1578.0,"Beans, dry",4128
1310,Kenya,2008,630,16.66,1578.0,"Coffee, green",2710
1311,Kenya,2008,630,16.66,1578.0,Maize (corn),13925
1312,Kenya,2008,630,16.66,1578.0,Potatoes,214815
1313,Kenya,2008,630,16.66,1578.0,Rice,13076
1314,Kenya,2008,630,16.66,1578.0,"Seed cotton, unginned",3507
1315,Kenya,2008,630,16.66,1578.0,Soya beans,8165
1316,Kenya,2008,630,16.66,1578.0,Tomatoes,245165
1317,Kenya,2008,630,16.66,1578.0,Wheat,25845
1318,Kenya,2008,630,16.66,1578.0,Yams,75874
1319,Kenya,2009,630,17.3,1578.0,Bananas,241373
1320,Kenya,2009,630,17.3,1578.0,"Beans, dry",4844
1321,Kenya,2009,630,17.3,1578.0,"Coffee, green",3375
1322,Kenya,2009,630,17.3,1578.0,Maize (corn),12943
1323,Kenya,2009,630,17.3,1578.0,Potatoes,191199
1324,Kenya,2009,630,17.3,1578.0,Rice,19333
1325,Kenya,2009,630,17.3,1578.0,"Seed cotton, unginned",3725
1326,Kenya,2009,630,17.3,1578.0,Soya beans,7153
1327,Kenya,2009,630,17.3,1578.0,Tomatoes,305817
1328,Kenya,2009,630,17.3,1578.0,Wheat,16665
1329,Kenya,2009,630,17.3,1578.0,Yams,45170
1330,Kenya,2010,630,16.82,1578.0,Bananas,189684
1331,Kenya,2010,630,16.82,1578.0,"Beans, dry",5666
1332,Kenya,2010,630,16.82,1578.0,"Coffee, green",2625
1333,Kenya,2010,630,16.82,1578.0,Maize (corn),17251
1334,Kenya,2010,630,16.82,1578.0,Potatoes,224279
1335,Kenya,2010,630,16.82,1578.0,Rice,42384
1336,Kenya,2010,630,16.82,1578.0,"Seed cotton, unginned",4815
1337,Kenya,2010,630,16.82,1578.0,Soya beans,9500
1338,Kenya,2010,630,16.82,1578.0,Tomatoes,291796
1339,Kenya,2010,630,16.82,1578.0,Wheat,31991
1340,Kenya,2010,630,16.82,1578.0,Yams,65645
1341,Kenya,2011,630,16.9,1578.0,Bananas,242873
1342,Kenya,2011,630,16.9,1578.0,"Beans, dry",5572
1343,Kenya,2011,630,16.9,1578.0,"Coffee, green",3140
1344,Kenya,2011,630,16.9,1578.0,Maize (corn),15840
1345,Kenya,2011,630,16.9,1578.0,Potatoes,191690
1346,Kenya,2011,630,16.9,1578.0,Rice,39676
1347,Kenya,2011,630,16.9,1578.0,"Seed cotton, unginned",6865
1348,Kenya,2011,630,16.9,1578.0,Soya beans,12578
1349,Kenya,2011,630,16.9,1578.0,Tomatoes,192647
1350,Kenya,2011,630,16.9,1578.0,Wheat,20415
1351,Kenya,2011,630,16.9,1578.0,Yams,91154
1352,Kenya,2012,630,16.84,1578.0,Bananas,208238
1353,Kenya,2012,630,16.84,1578.0,"Beans, dry",5897
1354,Kenya,2012,630,16.84,1578.0,"Coffee, green",4463
1355,Kenya,2012,630,16.84,1578.0,Maize (corn),17366
1356,Kenya,2012,630,16.84,1578.0,Potatoes,203389
1357,Kenya,2012,630,16.84,1578.0,Rice,46643
1358,Kenya,2012,630,16.84,1578.0,"Seed cotton, unginned",2928
1359,Kenya,2012,630,16.84,1578.0,Soya beans,14997
1360,Kenya,2012,630,16.84,1578.0,Tomatoes,203375
1361,Kenya,2012,630,16.84,1578.0,Wheat,29720
1362,Kenya,2012,630,16.84,1578.0,Yams,116053
1363,Kenya,2013,630,16.91,1578.0,Bananas,228503
1364,Kenya,2013,630,16.91,1578.0,"Beans, dry",6594
1365,Kenya,2013,630,16.91,1578.0,"Coffee, green",3625
1366,Kenya,2013,630,16.91,1578.0,Maize (corn),16922
1367,Kenya,2013,630,16.91,1578.0,Potatoes,144262
1368,Kenya,2013,630,16.91,1578.0,Rice,39955
1369,Kenya,2013,630,16.91,1578.0,"Seed cotton, unginned",5264
1370,Kenya,2013,630,16.91,1578.0,Soya beans,12219
1371,Kenya,2013,630,16.91,1578.0,Tomatoes,207005
1372,Kenya,2013,630,16.91,1578.0,Wheat,27602
1373,Kenya,2013,630,16.91,1578.0,Yams,135962
1374,Kenya,2014,630,16.91,1578.0,Bananas,277056
1375,Kenya,2014,630,16.91,1578.0,"Beans, dry",5853
1376,Kenya,2014,630,16.91,1578.0,"Coffee, green",4500
1377,Kenya,2014,630,16.91,1578.0,Maize (corn),16602
1378,Kenya,2014,630,16.91,1578.0,Potatoes,140655
1379,Kenya,2014,630,16.91,1578.0,Rice,39543
1380,Kenya,2014,630,16.91,1578.0,"Seed cotton, unginned",5539
1381,Kenya,2014,630,16.91,1578.0,Soya beans,10645
1382,Kenya,2014,630,16.91,1578.0,Tomatoes,180698
1383,Kenya,2014,630,16.91,1578.0,Wheat,15549
1384,Kenya,2014,630,16.91,1578.0,Yams,165521
1385,Kenya,2015,630,16.91,1578.0,Bananas,212482
1386,Kenya,2015,630,16.91,1578.0,"Beans, dry",6150
1387,Kenya,2015,630,16.91,1578.0,"Coffee, green",3700
1388,Kenya,2015,630,16.91,1578.0,Maize (corn),18230
1389,Kenya,2015,630,16.91,1578.0,Potatoes,147043
1390,Kenya,2015,630,16.91,1578.0,Rice,39566
1391,Kenya,2015,630,16.91,1578.0,"Seed cotton, unginned",5493
1392,Kenya,2015,630,16.91,1578.0,Soya beans,9428
1393,Kenya,2015,630,16.91,1578.0,Tomatoes,211548
1394,Kenya,2015,630,16.91,1578.0,Wheat,19841
1395,Kenya,2015,630,16.91,1578.0,Yams,126394
1396,Kenya,2016,630,16.91,1578.0,Bananas,203572
1397,Kenya,2016,630,16.91,1578.0,"Beans, dry",6215
1398,Kenya,2016,630,16.91,1578.0,"Coffee, green",4044
1399,Kenya,2016,630,16.91,1578.0,Maize (corn),14284
1400,Kenya,2016,630,16.91,1578.0,Potatoes,91520
1401,Kenya,2016,630,16.91,1578.0,Rice,34601
1402,Kenya,2016,630,16.91,1578.0,"Seed cotton, unginned",5505
1403,Kenya,2016,630,16.91,1578.0,Soya beans,9061
1404,Kenya,2016,630,16.91,1578.0,Tomatoes,187050
1405,Kenya,2016,630,16.91,1578.0,Wheat,14022
1406,Kenya,2016,630,16.91,1578.0,Yams,97697
1407,Kenya,2017,630,16.91,1578.0,Bananas,184871
