Unnamed: 0,Area,Year,average_rain_fall_mm_per_year,avg_temp,Pesticide (tonnes),Item,hg/ha yield
4601,South Africa,2015,495,18.75,26857.0,Wheat,29866
4679,South Africa,2017,495,15.89,26857.0,"Seed cotton, unginned",23510
1932,Nigeria,1994,1150,26.18,62.0,"Seed cotton, unginned",5304
2559,Nigeria,2004,1150,26.95,26.31,Maize (corn),16002
5096,Tanzania,2017,1071,26.76,1.0,Potatoes,35538
4657,South Africa,2017,495,14.98,26857.0,"Beans, dry",15211
2509,Nigeria,2002,1150,26.73,29.44,Maize (corn),14899
3523,Nigeria,2017,1150,29.71,32.76,Soya beans,8877
58,Angola,1996,1010,24.11,40.0,Tomatoes,37500
76,Angola,1998,1010,24.96,40.0,Rice,20000
796,Ethiopia,2014,848,23.33,4128.1,Rice,28148
3858,South Africa,1994,495,20.65,16582.0,Potatoes,232625
785,Ethiopia,2013,848,23.33,4128.1,Rice,27310
2414,Nigeria,2000,1150,26.76,62.0,Tomatoes,60038
2486,Nigeria,2001,1150,26.67,31.0,Yams,97990
2316,Nigeria,1999,1150,26.85,26.0,Yams,99016
2194,Nigeria,1997,1150,28.43,34.0,Tomatoes,76471
2924,Nigeria,2009,1150,27.35,7.32,Tomatoes,64815
4675,South Africa,2017,495,15.89,26857.0,"Beans, dry",15211
5127,Tanzania,2020,1071,26.76,1.0,Bananas,103920
910,Ghana,1996,1187,26.61,1575.5,"Coffee, green",4220
2172,Nigeria,1997,1150,26.66,34.0,"Seed cotton, unginned",8081
4692,South Africa,2018,495,14.98,26857.0,Bananas,605852
5093,Tanzania,2017,1071,26.76,1.0,Cocoa beans,7163
1257,Kenya,2002,630,16.61,1578.0,Potatoes,77113
4105,South Africa,2000,495,15.13,26857.0,Tomatoes,357195
3724,Nigeria,2020,1150,27.36,22.13,Tomatoes,43429
1178,Kenya,1995,630,16.52,4607.0,"Coffee, green",5944
4100,South Africa,2000,495,15.13,26857.0,Maize (corn),28492
4449,South Africa,2011,495,18.75,26857.0,Bananas,513031
442,Congo,2006,1646,24.59,4.55,Rice,5946
5115,Tanzania,2019,1071,26.76,1.0,Bananas,112530
3949,South Africa,1996,495,18.49,19508.0,Rice,22284
2746,Nigeria,2006,1150,27.53,21.12,Yams,120988
5186,Uganda,1994,1180,17.55,59.0,Soya beans,11029
1054,Ghana,2013,1187,27.24,4398.42,Cocoa beans,5221
2223,Nigeria,1998,1150,27.36,36.0,Soya beans,7364
4176,South Africa,2002,495,15.88,26857.0,Soya beans,17962
2536,Nigeria,2002,1150,27.13,29.44,Yams,99896
3880,South Africa,1994,495,18.48,16582.0,Tomatoes,296815
5328,Uganda,2009,1180,17.22,88.0,Wheat,16667
2476,Nigeria,2001,1150,28.3,31.0,Yams,97990
2404,Nigeria,2000,1150,28.5,62.0,Tomatoes,60038
4662,South Africa,2017,495,14.98,26857.0,Soya beans,22929
1502,Mozambique,1996,1032,21.53,65.85,Bananas,65385
4701,South Africa,2018,495,18.75,26857.0,Bananas,605852
3208,Nigeria,2013,1150,27.16,27.94,"Coffee, green",12811
2011,Nigeria,1995,1150,26.85,62.0,Rice,16258
4128,South Africa,2001,495,18.92,26857.0,Potatoes,311961
3047,Nigeria,2011,1150,27.09,10.59,Cocoa beans,3150
4392,South Africa,2009,495,15.44,26857.0,Soya beans,21703
5086,Tanzania,2016,1071,26.76,1.0,"Seed cotton, unginned",4670
6,Angola,1991,1010,24.02,79.0,Rice,10000
678,Ethiopia,2002,848,23.33,822.67,Tomatoes,46673
1943,Nigeria,1994,1150,26.6,62.0,Soya beans,3002
3100,Nigeria,2011,1150,28.84,10.59,Potatoes,34906
5009,Tanzania,2010,1071,26.7,1.0,Cocoa beans,7091
2776,Nigeria,2007,1150,27.2,30.57,Yams,99699
4182,South Africa,2004,495,21.11,26857.0,Potatoes,346081
5267,Uganda,2002,1180,17.11,88.0,Tomatoes,65699
5006,Tanzania,2009,1071,26.67,1.0,Yams,56687
1064,Ghana,2014,1187,27.24,5401.49,Cocoa beans,5100
3113,Nigeria,2011,1150,27.18,10.59,Soya beans,8223
1474,Mozambique,1992,1032,22.6,102.26,Rice,2988
5189,Uganda,1995,1180,17.55,88.0,"Beans, dry",6500
1889,Nigeria,1993,1150,26.51,62.0,Maize (corn),11848
2879,Nigeria,2008,1150,27.3,12.04,Maize (corn),19571
2021,Nigeria,1995,1150,26.37,62.0,Rice,16258
4286,South Africa,2006,495,15.26,26857.0,Wheat,27516
3575,Nigeria,2018,1150,27.76,17.86,Wheat,17142
2287,Nigeria,1999,1150,26.85,26.0,Cocoa beans,3022
1130,Ghana,2020,1187,27.24,9689.5,Tomatoes,78464
1461,Kenya,2020,630,16.91,1578.0,Yams,77707
4927,Tanzania,2002,1071,26.36,1.0,Maize (corn),25657
2757,Nigeria,2006,1150,27.29,21.12,Cocoa beans,4393
3139,Nigeria,2012,1150,26.68,21.37,Maize (corn),15118
222,Angola,2013,1010,24.55,40.0,Bananas,244507
5043,Tanzania,2013,1071,26.76,1.0,Bananas,57043
48,Angola,1995,1010,24.56,336.0,Tomatoes,37838
573,Ethiopia,1993,848,17.23,242.0,"Coffee, green",7200
1236,Kenya,2000,630,16.73,1998.0,Rice,37710
4693,South Africa,2018,495,14.98,26857.0,"Beans, dry",12999
5272,Uganda,2004,1180,17.16,88.0,Maize (corn),14400
4892,Tanzania,1999,1071,26.15,1.0,Potatoes,76918
267,Angola,2017,1010,24.55,40.0,"Beans, dry",4365
1104,Ghana,2018,1187,27.24,9689.5,Cocoa beans,5318
1935,Nigeria,1994,1150,26.18,62.0,Wheat,23467
386,Congo,1999,1646,24.34,11.31,Maize (corn),7713
4981,Tanzania,2007,1071,26.45,1.0,Wheat,10986
3658,Nigeria,2019,1150,29.71,22.13,"Coffee, green",12983
2662,Nigeria,2005,1150,27.27,24.75,"Seed cotton, unginned",7906
4767,South Africa,2020,495,14.98,26857.0,Potatoes,369779
1563,Mozambique,2004,1032,21.89,573.26,Potatoes,129868
2984,Nigeria,2010,1150,27.35,11.49,Tomatoes,65945
209,Angola,2011,1010,24.15,40.0,Tomatoes,29820
909,Ghana,1996,1187,26.61,1575.5,Cocoa beans,3838
1289,Kenya,2006,630,16.92,1578.0,Maize (corn),17197
4112,South Africa,2001,495,21.25,26857.0,"Seed cotton, unginned",16158
3422,Nigeria,2016,1150,27.16,47.66,"Seed cotton, unginned",8158
1842,Nigeria,1992,1150,27.87,62.0,"Seed cotton, unginned",5329
4758,South Africa,2020,495,21.31,26857.0,Potatoes,369779
3032,Nigeria,2010,1150,29.39,11.49,"Seed cotton, unginned",15115
958,Ghana,2002,1187,26.92,92.68,"Beans, dry",7752
1793,Nigeria,1992,1150,26.08,62.0,Soya beans,3002
2088,Nigeria,1996,1150,26.39,22.0,"Coffee, green",10351
331,Congo,1993,1646,24.31,41.0,"Coffee, green",4289
3921,South Africa,1995,495,15.77,18025.0,Potatoes,257634
3240,Nigeria,2013,1150,29.71,27.94,Potatoes,36252
4230,South Africa,2005,495,16.29,26857.0,Soya beans,18167
1774,Nigeria,1991,1150,28.37,62.0,Tomatoes,100000
2807,Nigeria,2007,1150,27.46,30.57,Cocoa beans,2652
3383,Nigeria,2015,1150,29.71,41.09,Soya beans,9658
5430,Uganda,2020,1180,17.23,88.0,Cocoa beans,4927
3459,Nigeria,2016,1150,27.12,47.66,Maize (corn),17837
3827,South Africa,1993,495,21.32,16582.0,Wheat,18454
2339,Nigeria,1999,1150,26.74,26.0,Maize (corn),15998
3989,South Africa,1997,495,18.64,21596.0,Wheat,17575
4160,South Africa,2002,495,15.88,26857.0,Wheat,25906
1366,Kenya,2013,630,16.91,1578.0,Maize (corn),16922
173,Angola,2008,1010,24.27,40.0,Rice,5084
4438,South Africa,2011,495,20.72,26857.0,Tomatoes,746438
3941,South Africa,1996,495,15.23,19508.0,"Seed cotton, unginned",12597
5030,Tanzania,2011,1071,26.56,1.0,Yams,60132
4749,South Africa,2019,495,15.89,26857.0,Potatoes,367343
1952,Nigeria,1994,1150,25.9,62.0,"Seed cotton, unginned",5304
3705,Nigeria,2020,1150,27.16,22.13,Wheat,11000
2036,Nigeria,1995,1150,26.56,62.0,Yams,107734
3846,South Africa,1993,495,16.01,16582.0,Bananas,110389
3903,South Africa,1995,495,15.77,18025.0,Potatoes,257634
4647,South Africa,2017,495,21.31,26857.0,Bananas,572800
0,Angola,1991,1010,24.02,79.0,Bananas,44256
2174,Nigeria,1997,1150,26.66,34.0,Tomatoes,76471
1356,Kenya,2012,630,16.84,1578.0,Potatoes,203389
4537,South Africa,2013,495,15.89,26857.0,Tomatoes,734538
3918,South Africa,1995,495,15.77,18025.0,Bananas,112485
2629,Nigeria,2005,1150,27.09,24.75,Maize (corn),16598
396,Congo,2000,1646,24.18,10.34,Potatoes,89980
4094,South Africa,2000,495,18.26,26857.0,"Seed cotton, unginned",13650
2788,Nigeria,2007,1150,26.99,30.57,"Coffee, green",12600
1812,Nigeria,1992,1150,25.76,62.0,"Seed cotton, unginned",5329
3011,Nigeria,2010,1150,27.64,11.49,Rice,18386
3693,Nigeria,2020,1150,27.17,22.13,Soya beans,9259
816,Ethiopia,2016,848,23.33,4128.1,Maize (corn),29468
1572,Mozambique,2005,1032,22.27,771.19,Potatoes,131340
4454,South Africa,2011,495,18.75,26857.0,"Seed cotton, unginned",35260
1800,Nigeria,1992,1150,26.49,62.0,Potatoes,70192
2280,Nigeria,1999,1150,26.85,26.0,Potatoes,27951
4309,South Africa,2007,495,18.98,26857.0,Rice,25067
4119,South Africa,2001,495,15.68,26857.0,Potatoes,311961
4159,South Africa,2002,495,15.88,26857.0,Tomatoes,768463
4700,South Africa,2018,495,14.98,26857.0,Wheat,37111
3221,Nigeria,2013,1150,27.76,27.94,Rice,16454
4694,South Africa,2018,495,14.98,26857.0,Maize (corn),49755
2759,Nigeria,2006,1150,27.29,21.12,Maize (corn),18182
3576,Nigeria,2018,1150,27.76,17.86,Yams,101999
4987,Tanzania,2008,1071,26.17,1.0,Maize (corn),13667
554,Congo,2019,1646,24.41,0.87,"Beans, dry",8178
1159,Kenya,1993,630,16.36,3469.0,Rice,41483
1213,Kenya,1998,630,16.53,4114.0,Potatoes,75177
2607,Nigeria,2004,1150,28.88,26.31,Cocoa beans,3879
1325,Kenya,2009,630,17.3,1578.0,"Seed cotton, unginned",3725
4153,South Africa,2002,495,15.88,26857.0,"Beans, dry",13145
3980,South Africa,1997,495,15.38,21596.0,Wheat,17575
700,Ethiopia,2005,848,23.33,1400.7,Tomatoes,73949
5074,Tanzania,2015,1071,26.76,1.0,"Seed cotton, unginned",4518
3630,Nigeria,2019,1150,27.16,22.13,Potatoes,37919
3916,South Africa,1995,495,19.23,18025.0,Tomatoes,334892
1455,Kenya,2020,630,16.91,1578.0,Potatoes,105518
4561,South Africa,2014,495,18.75,26857.0,Rice,26664
2457,Nigeria,2001,1150,26.92,31.0,Cocoa beans,3520
3167,Nigeria,2012,1150,28.57,21.37,Cocoa beans,3024
866,Ethiopia,2020,848,23.33,4128.1,Wheat,29954
1644,Mozambique,2013,1032,21.37,690.83,Potatoes,135526
3758,South Africa,1991,495,15.56,16582.0,Maize (corn),22573
3334,Nigeria,2015,1150,27.25,41.09,Tomatoes,75862
2873,Nigeria,2008,1150,26.71,12.04,Soya beans,9704
1490,Mozambique,1994,1032,21.35,102.26,Rice,8345
4724,South Africa,2019,495,21.31,26857.0,"Seed cotton, unginned",29947
729,Ethiopia,2008,848,23.33,2270.6,Potatoes,79723
3209,Nigeria,2013,1150,27.16,27.94,Maize (corn),14616
5192,Uganda,1995,1180,17.55,88.0,Maize (corn),15989
1936,Nigeria,1994,1150,26.18,62.0,Yams,113998
2615,Nigeria,2004,1150,28.88,26.31,Wheat,10690
1110,Ghana,2018,1187,27.24,9689.5,Tomatoes,78277
4425,South Africa,2010,495,16.11,26857.0,Potatoes,342046
4865,Tanzania,1997,1071,26.19,49.0,Cocoa beans,6957
1185,Kenya,1995,630,16.52,4607.0,Wheat,21064
2007,Nigeria,1995,1150,26.85,62.0,Cocoa beans,2576
193,Angola,2010,1010,24.44,40.0,Maize (corn),7200
1515,Mozambique,1997,1032,21.54,60.63,"Seed cotton, unginned",4386
578,Ethiopia,1993,848,17.23,242.0,Soya beans,9284
2123,Nigeria,1996,1150,28.44,22.0,Soya beans,6414
1429,Kenya,2019,630,16.91,1578.0,Bananas,223083
771,Ethiopia,2012,848,23.33,4128.1,"Coffee, green",5213
5384,Uganda,2015,1180,17.23,88.0,Rice,25000
1846,Nigeria,1992,1150,27.87,62.0,Yams,113488
131,Angola,2004,1010,24.22,40.0,Soya beans,3600
178,Angola,2009,1010,24.33,40.0,Bananas,186627
4860,Tanzania,1996,1071,26.02,7.0,Tomatoes,78049
3181,Nigeria,2012,1150,27.12,21.37,Rice,18971
5118,Tanzania,2019,1071,26.76,1.0,"Coffee, green",2788
4952,Tanzania,2005,1071,26.8,1.0,Potatoes,51672
2801,Nigeria,2007,1150,27.25,30.57,Rice,12999
3098,Nigeria,2011,1150,28.84,10.59,"Coffee, green",13001
2073,Nigeria,1996,1150,26.58,22.0,Soya beans,6414
658,Ethiopia,2000,848,23.33,602.0,Yams,76202
1896,Nigeria,1993,1150,26.51,62.0,Yams,113494
5183,Uganda,1994,1180,17.55,59.0,Potatoes,83636
2221,Nigeria,1998,1150,27.36,36.0,Rice,16023
2379,Nigeria,2000,1150,26.38,62.0,Maize (corn),13001
3670,Nigeria,2019,1150,27.12,22.13,Potatoes,37919
342,Congo,1994,1646,24.27,11.2,Potatoes,84966
3012,Nigeria,2010,1150,27.64,11.49,"Seed cotton, unginned",15115
727,Ethiopia,2008,848,23.33,2270.6,"Coffee, green",6651
4406,South Africa,2010,495,16.11,26857.0,Maize (corn),46736
976,Ghana,2005,1187,27.06,173.76,"Beans, dry",7989
3353,Nigeria,2015,1150,27.16,41.09,Soya beans,9658
3520,Nigeria,2017,1150,29.71,32.76,Potatoes,38768
1928,Nigeria,1994,1150,26.18,62.0,"Coffee, green",9300
3082,Nigeria,2011,1150,27.2,10.59,"Seed cotton, unginned",20715
3832,South Africa,1993,495,16.01,16582.0,Rice,21606
1299,Kenya,2007,630,16.6,1578.0,"Coffee, green",3274
3537,Nigeria,2018,1150,27.25,17.86,Cocoa beans,2772
4998,Tanzania,2009,1071,26.67,1.0,"Coffee, green",2536
660,Ethiopia,2001,848,23.33,630.0,"Beans, dry",6262
1790,Nigeria,1992,1150,26.08,62.0,Potatoes,70192
4397,South Africa,2010,495,21.54,26857.0,Maize (corn),46736
3558,Nigeria,2018,1150,27.16,17.86,"Coffee, green",13113
4633,South Africa,2016,495,18.75,26857.0,Rice,27414
2591,Nigeria,2004,1150,26.99,26.31,Rice,14199
3612,Nigeria,2019,1150,27.25,22.13,"Seed cotton, unginned",7492
2589,Nigeria,2004,1150,26.99,26.31,Maize (corn),16002
3193,Nigeria,2013,1150,26.93,27.94,Soya beans,7617
1085,Ghana,2016,1187,27.24,9286.94,"Coffee, green",16000
4308,South Africa,2007,495,18.98,26857.0,Potatoes,330590
1278,Kenya,2005,630,17.28,1578.0,Maize (corn),16405
3632,Nigeria,2019,1150,27.16,22.13,"Seed cotton, unginned",7492
1621,Mozambique,2010,1032,22.1,1189.02,Wheat,13367
4278,South Africa,2006,495,15.26,26857.0,Bananas,496475
3997,South Africa,1997,495,15.38,21596.0,Tomatoes,342183
67,Angola,1997,1010,24.06,40.0,"Seed cotton, unginned",10909
4903,Tanzania,2000,1071,26.18,1.0,Maize (corn),19314
2968,Nigeria,2009,1150,27.45,7.32,"Coffee, green",11333
2269,Nigeria,1998,1150,27.41,36.0,Maize (corn),13200
3621,Nigeria,2019,1150,27.17,22.13,Rice,20441
4291,South Africa,2007,495,21.07,26857.0,Rice,25067
820,Ethiopia,2016,848,23.33,4128.1,Soya beans,22174
1226,Kenya,1999,630,16.7,3056.0,"Seed cotton, unginned",6000
3539,Nigeria,2018,1150,27.25,17.86,Maize (corn),16716
4554,South Africa,2014,495,14.98,26857.0,Soya beans,18851
2367,Nigeria,2000,1150,26.07,62.0,Cocoa beans,3499
2534,Nigeria,2002,1150,27.13,29.44,Tomatoes,61146
5305,Uganda,2007,1180,17.22,88.0,"Seed cotton, unginned",4000
4850,Tanzania,1995,1071,26.27,557.0,Yams,55402
4640,South Africa,2016,495,15.89,26857.0,Maize (corn),37120
3964,South Africa,1997,495,20.57,21596.0,"Beans, dry",11064
1143,Kenya,1992,630,16.34,3469.0,Bananas,128052
397,Congo,2000,1646,24.18,10.34,Rice,6998
3435,Nigeria,2016,1150,27.76,47.66,Wheat,10000
4674,South Africa,2017,495,15.89,26857.0,Bananas,572800
3262,Nigeria,2014,1150,27.25,34.51,"Seed cotton, unginned",7277
1398,Kenya,2016,630,16.91,1578.0,"Coffee, green",4044
1659,Mozambique,2015,1032,21.37,612.8,"Beans, dry",5533
2220,Nigeria,1998,1150,27.36,36.0,Potatoes,46522
979,Ghana,2005,1187,27.06,173.76,Maize (corn),15613
2331,Nigeria,1999,1150,28.57,26.0,Rice,14957
1298,Kenya,2007,630,16.6,1578.0,"Beans, dry",5079
4139,South Africa,2001,495,15.68,26857.0,"Seed cotton, unginned",16158
82,Angola,1999,1010,24.37,40.0,Cocoa beans,667
2580,Nigeria,2004,1150,26.73,26.31,Potatoes,29512
2905,Nigeria,2008,1150,27.18,12.04,Wheat,16563
4255,South Africa,2006,495,20.86,26857.0,Rice,24781
4288,South Africa,2007,495,21.07,26857.0,"Beans, dry",7796
3134,Nigeria,2012,1150,27.0,21.37,Tomatoes,43930
423,Congo,2004,1646,24.66,6.48,Potatoes,88542
4716,South Africa,2018,495,15.89,26857.0,Soya beans,19563
1904,Nigeria,1993,1150,26.9,62.0,Tomatoes,102222
4936,Tanzania,2004,1071,26.34,1.0,"Beans, dry",5520
3967,South Africa,1997,495,20.57,21596.0,Rice,22510
5034,Tanzania,2012,1071,26.51,1.0,"Coffee, green",5199
1565,Mozambique,2004,1032,21.89,573.26,"Seed cotton, unginned",4712
3971,South Africa,1997,495,20.57,21596.0,Wheat,17575
839,Ethiopia,2018,848,23.33,4128.1,Potatoes,140033
500,Congo,2013,1646,24.41,0.87,"Beans, dry",8032
141,Angola,2005,1010,24.41,40.0,"Seed cotton, unginned",17291
1377,Kenya,2014,630,16.91,1578.0,Maize (corn),16602
4231,South Africa,2005,495,16.29,26857.0,Tomatoes,790917
5329,Uganda,2010,1180,17.22,88.0,"Beans, dry",14992
2266,Nigeria,1998,1150,28.73,36.0,Yams,94354
2531,Nigeria,2002,1150,27.13,29.44,Rice,13400
1138,Kenya,1991,630,16.26,3469.0,"Seed cotton, unginned",5072
4345,South Africa,2008,495,18.91,26857.0,Rice,25346
3002,Nigeria,2010,1150,27.21,11.49,"Seed cotton, unginned",15115
1787,Nigeria,1992,1150,26.08,62.0,Cocoa beans,4000
4671,South Africa,2017,495,18.75,26857.0,Soya beans,22929
550,Congo,2018,1646,24.41,0.87,Rice,5887
3669,Nigeria,2019,1150,27.12,22.13,Maize (corn),19255
2019,Nigeria,1995,1150,26.37,62.0,Maize (corn),12666
948,Ghana,2001,1187,26.76,82.0,Bananas,32000
2678,Nigeria,2005,1150,29.04,24.75,"Coffee, green",13597
2598,Nigeria,2004,1150,27.32,26.31,"Coffee, green",13017
532,Congo,2016,1646,24.41,0.87,Rice,5918
3206,Nigeria,2013,1150,27.17,27.94,Yams,70001
1829,Nigeria,1992,1150,26.73,62.0,Maize (corn),11181
3447,Nigeria,2016,1150,29.71,47.66,Cocoa beans,2841
4808,Tanzania,1992,1071,26.14,20.0,Potatoes,63645
4338,South Africa,2008,495,15.75,26857.0,Soya beans,17050
1602,Mozambique,2008,1032,21.76,890.51,Tomatoes,85000
2238,Nigeria,1998,1150,26.93,36.0,"Coffee, green",11213
639,Ethiopia,1999,848,23.33,492.5,"Coffee, green",8653
5252,Uganda,2001,1180,16.12,88.0,Maize (corn),18006
967,Ghana,2004,1187,27.02,127.6,"Beans, dry",7721
4606,South Africa,2015,495,15.89,26857.0,Rice,27210
3096,Nigeria,2011,1150,27.35,10.59,Yams,74037
1683,Mozambique,2017,1032,21.37,534.78,"Seed cotton, unginned",4571
2248,Nigeria,1998,1150,27.53,36.0,"Coffee, green",11213
4864,Tanzania,1997,1071,26.19,49.0,"Beans, dry",7866
3928,South Africa,1996,495,20.49,19508.0,"Beans, dry",8812
155,Angola,2006,1010,24.14,40.0,Wheat,10000
2295,Nigeria,1999,1150,26.85,26.0,Wheat,20120
2937,Nigeria,2009,1150,27.48,7.32,Cocoa beans,2684
3351,Nigeria,2015,1150,27.16,41.09,Rice,23022
1089,Ghana,2016,1187,27.24,9286.94,Soya beans,16485
3129,Nigeria,2012,1150,27.0,21.37,Maize (corn),15118
2319,Nigeria,1999,1150,27.03,26.0,Maize (corn),15998
4609,South Africa,2015,495,15.89,26857.0,Tomatoes,706856
288,Angola,2019,1010,24.55,40.0,Bananas,248955
930,Ghana,1998,1187,27.28,297.78,Tomatoes,102464
2991,Nigeria,2010,1150,27.56,11.49,Rice,18386
3220,Nigeria,2013,1150,27.76,27.94,Potatoes,36252
2680,Nigeria,2005,1150,29.04,24.75,Potatoes,29846
4939,Tanzania,2004,1071,26.34,1.0,Maize (corn),14659
4250,South Africa,2005,495,16.29,26857.0,Wheat,23665
3922,South Africa,1995,495,15.77,18025.0,Rice,22058
3893,South Africa,1995,495,20.73,18025.0,Maize (corn),13800
942,Ghana,2000,1187,26.83,81.63,"Coffee, green",5820
2354,Nigeria,2000,1150,26.32,62.0,Tomatoes,60038
4328,South Africa,2008,495,20.89,26857.0,"Seed cotton, unginned",28713
5069,Tanzania,2015,1071,26.76,1.0,Cocoa beans,7132
1698,Mozambique,2019,1032,21.37,534.78,"Beans, dry",4250
5119,Tanzania,2019,1071,26.76,1.0,Maize (corn),16485
3494,Nigeria,2017,1150,27.16,32.76,Tomatoes,40057
3710,Nigeria,2020,1150,27.76,22.13,Potatoes,38286
3319,Nigeria,2014,1150,27.12,34.51,Maize (corn),17002
4908,Tanzania,2000,1071,26.18,1.0,Tomatoes,76063
985,Ghana,2006,1187,27.1,778.04,"Beans, dry",9027
4783,South Africa,2020,495,15.89,26857.0,"Beans, dry",12921
2586,Nigeria,2004,1150,26.73,26.31,Yams,112006
3873,South Africa,1994,495,18.48,16582.0,Bananas,114288
5193,Uganda,1995,1180,17.55,88.0,Potatoes,80400
981,Ghana,2005,1187,27.06,173.76,"Seed cotton, unginned",8080
2942,Nigeria,2009,1150,27.48,7.32,"Seed cotton, unginned",9704
4951,Tanzania,2005,1071,26.8,1.0,Maize (corn),10071
4806,Tanzania,1992,1071,26.14,20.0,"Coffee, green",4150
3742,Nigeria,2020,1150,27.12,22.13,"Seed cotton, unginned",7289
4467,South Africa,2012,495,21.24,26857.0,Bananas,508789
4133,South Africa,2001,495,18.92,26857.0,Wheat,25708
2802,Nigeria,2007,1150,27.25,30.57,"Seed cotton, unginned",10392
4322,South Africa,2007,495,15.9,26857.0,Wheat,30142
1457,Kenya,2020,630,16.91,1578.0,"Seed cotton, unginned",4410
1395,Kenya,2015,630,16.91,1578.0,Yams,126394
264,Angola,2016,1010,24.55,40.0,Tomatoes,26255
4394,South Africa,2009,495,15.44,26857.0,Wheat,30475
929,Ghana,1998,1187,27.28,297.78,"Seed cotton, unginned",7993
3622,Nigeria,2019,1150,27.17,22.13,"Seed cotton, unginned",7492
5294,Uganda,2006,1180,17.22,88.0,Rice,13628
2400,Nigeria,2000,1150,28.5,62.0,Potatoes,28255
2178,Nigeria,1997,1150,26.91,34.0,"Coffee, green",10743
4265,South Africa,2006,495,15.26,26857.0,"Seed cotton, unginned",21662
246,Angola,2015,1010,24.55,40.0,Cocoa beans,1510
1594,Mozambique,2007,1032,21.91,548.96,Wheat,11765
1758,Nigeria,1991,1150,26.88,62.0,"Coffee, green",9143
5287,Uganda,2005,1180,15.23,88.0,Tomatoes,61468
3318,Nigeria,2014,1150,27.12,34.51,"Coffee, green",12974
923,Ghana,1997,1187,26.58,502.0,Yams,128490
2771,Nigeria,2007,1150,27.2,30.57,Rice,12999
268,Angola,2017,1010,24.55,40.0,Cocoa beans,1624
669,Ethiopia,2001,848,23.33,630.0,Yams,77206
3961,South Africa,1996,495,15.23,19508.0,Tomatoes,334535
1910,Nigeria,1993,1150,28.54,62.0,Potatoes,70175
4483,South Africa,2012,495,15.89,26857.0,Tomatoes,728209
1152,Kenya,1992,630,16.34,3469.0,Wheat,19359
5234,Uganda,1999,1180,16.12,88.0,Rice,13971
4086,South Africa,2000,495,15.13,26857.0,Soya beans,16412
4610,South Africa,2015,495,15.89,26857.0,Wheat,29866
1781,Nigeria,1991,1150,26.8,62.0,Rice,19528
2413,Nigeria,2000,1150,26.76,62.0,Soya beans,8298
2307,Nigeria,1999,1150,26.85,26.0,Cocoa beans,3022
3295,Nigeria,2014,1150,27.76,34.51,Wheat,13043
3527,Nigeria,2017,1150,27.12,32.76,Cocoa beans,2802
1915,Nigeria,1993,1150,28.54,62.0,Wheat,23286
612,Ethiopia,1996,848,20.9,383.0,Tomatoes,123810
2841,Nigeria,2008,1150,26.75,12.04,Rice,17544
2267,Nigeria,1998,1150,27.41,36.0,Cocoa beans,4980
2533,Nigeria,2002,1150,27.13,29.44,Soya beans,8593
39,Angola,1994,1010,24.04,25.5,Wheat,10000
1898,Nigeria,1993,1150,26.9,62.0,"Coffee, green",9676
1649,Mozambique,2014,1032,21.37,651.82,Bananas,79488
3982,South Africa,1997,495,18.64,21596.0,"Beans, dry",11064
258,Angola,2016,1010,24.55,40.0,"Coffee, green",3062
3934,South Africa,1996,495,20.49,19508.0,Tomatoes,334535
847,Ethiopia,2019,848,23.33,4128.1,"Beans, dry",17274
3905,South Africa,1995,495,15.77,18025.0,"Seed cotton, unginned",11750
4678,South Africa,2017,495,15.89,26857.0,Rice,27657
1233,Kenya,2000,630,16.73,1998.0,"Coffee, green",5924
1127,Ghana,2020,1187,27.24,9689.5,Rice,29292
3729,Nigeria,2020,1150,29.71,22.13,Maize (corn),22545
1967,Nigeria,1994,1150,26.84,62.0,Cocoa beans,4301
558,Congo,2019,1646,24.41,0.87,Potatoes,86516
904,Ghana,1995,1187,26.87,65.8,Rice,20192
484,Congo,2011,1646,24.2,0.87,"Coffee, green",3090
2211,Nigeria,1998,1150,27.04,36.0,Rice,16023
1320,Kenya,2009,630,17.3,1578.0,"Beans, dry",4844
2780,Nigeria,2007,1150,27.29,30.57,Potatoes,24610
2555,Nigeria,2002,1150,27.01,29.44,Wheat,9818
7,Angola,1991,1010,24.02,79.0,"Seed cotton, unginned",12000
2315,Nigeria,1999,1150,26.85,26.0,Wheat,20120
4615,South Africa,2016,495,21.31,26857.0,Rice,27414
3879,South Africa,1994,495,18.48,16582.0,Soya beans,11473
3774,South Africa,1991,495,15.56,16582.0,Bananas,162512
1450,Kenya,2019,630,16.91,1578.0,Yams,96158
1201,Kenya,1997,630,16.77,5172.0,Maize (corn),14713
2426,Nigeria,2001,1150,26.58,31.0,Yams,97990
1814,Nigeria,1992,1150,25.76,62.0,Tomatoes,100000
773,Ethiopia,2012,848,23.33,4128.1,Potatoes,115213
2274,Nigeria,1998,1150,27.41,36.0,Tomatoes,69652
1011,Ghana,2008,1187,26.98,359.46,Yams,140831
5309,Uganda,2008,1180,17.22,88.0,"Beans, dry",14009
2892,Nigeria,2008,1150,28.51,12.04,"Seed cotton, unginned",11522
1991,Nigeria,1994,1150,26.69,62.0,Rice,14160
1277,Kenya,2005,630,17.28,1578.0,"Coffee, green",2659
1783,Nigeria,1991,1150,26.8,62.0,Soya beans,3098
5376,Uganda,2014,1180,18.11,88.0,Soya beans,6000
446,Congo,2007,1646,24.57,3.59,"Beans, dry",7500
